depth(m),cone penetration resistance (qc (MPa)),sleeve friction(kPa),total cone resistance (tc(Mpa)),friction ratio (%),bulk density (kN/m³),effective vertical stress(kPa),pore water pressure (kPa),total vertical stress (kPa),normalised cone resistance(-),normalised cone resistance corrected for overburden (-),normalised friction ratio (%),void ratio,Soil Class
0.8,1.75,79,2.36,3.34,19,15.2,7.85,7.35,319.39,141.41,3.36,0.69,Class 3: Silty sand to sandy silt
0.8,1.75,87,2.36,3.65,19,15.2,7.85,7.35,319.39,144.87,3.68,0.7,Class 3: Silty sand to sandy silt
0.8,2.8,179,3.31,5.73,19,15.2,7.85,7.35,448.6,217.25,5.76,0.72,Class 3: Silty sand to sandy silt
0.8,3.45,86.6,3.44,2.52,19,15.2,0,15.2,225.24,67.58,2.53,0.74,Class 3: Silty sand to sandy silt
0.8,0.37,23.2,0.37,6.25,19,15.2,7.85,7.35,48.46,38.09,6.51,0.91,Class 4: Clayey silt to silty clay
0.81,2.95,84.7,2.94,2.88,19,15.39,0,15.39,189.95,57.7,2.9,0.77,Class 3: Silty sand to sandy silt
0.81,0.38,23.1,0.38,6.04,19,15.39,7.95,7.44,49.28,38.6,6.29,0.91,Class 4: Clayey silt to silty clay
0.82,1.6,74,2.26,3.27,19,15.58,8.04,7.54,298.06,133.96,3.29,0.69,Class 3: Silty sand to sandy silt
0.82,1.65,86,2.33,3.69,19,15.58,8.04,7.54,306.9,141.63,3.72,0.7,Class 3: Silty sand to sandy silt
0.82,2.3,173,3.03,4.79,19,15.58,8.04,7.54,399.79,188.43,4.81,0.71,Class 3: Silty sand to sandy silt
0.82,3.09,82.8,3.08,2.69,19,15.58,0,15.58,196.58,60.45,2.7,0.76,Class 3: Silty sand to sandy silt
0.82,0.39,22.9,0.39,5.75,19,15.58,8.04,7.54,50.15,38.71,5.99,0.9,Class 4: Clayey silt to silty clay
0.83,2.09,84.6,2.08,4.06,19,15.77,0,15.77,131.03,40.79,4.09,0.85,Class 4: Clayey silt to silty clay
0.83,0.4,21.9,0.41,5.46,19,15.77,8.14,7.63,51.09,38.81,5.68,0.89,Class 4: Clayey silt to silty clay
0.84,1.5,69,2.16,3.27,19,15.96,8.24,7.72,277.74,127.45,3.3,0.7,Class 3: Silty sand to sandy silt
0.84,1.65,85,2.28,3.72,19,15.96,8.24,7.72,292.85,137.49,3.75,0.71,Class 3: Silty sand to sandy silt
0.84,2.05,83,2.79,4.05,19,15.96,8.24,7.72,359.78,165.85,4.07,0.7,Class 3: Silty sand to sandy silt
0.84,1.74,84.7,1.73,4.91,19,15.96,0,15.96,107.12,33.74,4.95,0.9,Class 4: Clayey silt to silty clay
0.84,0.42,21.6,0.42,5.13,19,15.96,8.24,7.72,52.47,39.08,5.33,0.89,Class 4: Clayey silt to silty clay
0.85,1.81,84.8,1.8,4.71,19,16.15,0,16.15,110.48,35.22,4.75,0.89,Class 4: Clayey silt to silty clay
0.85,0.57,7.9,0.57,1.39,19,16.15,8.34,7.81,70.91,10.93,1.43,0.92,Class 4: Clayey silt to silty clay
0.85,0.44,21.3,0.44,4.84,19,16.15,8.34,7.81,54.43,39.7,5.02,0.88,Class 4: Clayey silt to silty clay
0.86,1.4,69,2.11,3.26,19,16.34,8.44,7.9,264.7,123.25,3.28,0.7,Class 3: Silty sand to sandy silt
0.86,1.55,83,2.24,3.7,19,16.34,8.44,7.9,281.57,133.85,3.73,0.71,Class 3: Silty sand to sandy silt
0.86,2.05,83,2.83,2.95,19,16.34,8.44,7.9,355.37,151.62,2.97,0.67,Class 3: Silty sand to sandy silt
0.86,1.88,82.5,1.87,4.4,19,16.34,0,16.34,113.72,36.68,4.44,0.87,Class 4: Clayey silt to silty clay
0.86,0.57,12.2,0.57,2.14,19,16.34,8.44,7.9,70.23,10.96,2.2,0.95,Class 4: Clayey silt to silty clay
0.86,0.46,21.2,0.46,4.58,19,16.34,8.44,7.9,56.5,40.38,4.75,0.87,Class 4: Clayey silt to silty clay
0.87,1.69,80.2,1.68,4.78,19,16.53,0,16.53,100.48,32.78,4.83,0.9,Class 4: Clayey silt to silty clay
0.87,0.57,10.6,0.57,1.85,19,16.53,8.53,8,69.56,10.98,1.91,0.94,Class 4: Clayey silt to silty clay
0.87,0.48,21.1,0.48,4.43,19,16.53,8.53,8,57.62,40.73,4.59,0.86,Class 4: Clayey silt to silty clay
0.88,1.4,68,2.07,3.26,19,16.72,8.63,8.09,254.3,120.14,3.29,0.7,Class 3: Silty sand to sandy silt
0.88,1.5,81,2.17,3.7,19,16.72,8.63,8.09,266.67,128.83,3.72,0.71,Class 3: Silty sand to sandy silt
0.88,2.35,84,3.02,2.89,19,16.72,8.63,8.09,371.77,157.27,2.9,0.66,Class 3: Silty sand to sandy silt
0.88,1.62,80.8,1.61,5.01,19,16.72,0,16.72,95.41,31.49,5.06,0.91,Class 4: Clayey silt to silty clay
0.88,0.59,13.7,0.59,2.33,19,16.72,8.63,8.09,70.59,11.27,2.4,0.96,Class 4: Clayey silt to silty clay
0.88,0.48,21.1,0.49,4.28,19,16.72,8.63,8.09,58.86,41.13,4.43,0.86,Class 4: Clayey silt to silty clay
0.89,1.51,78.4,1.5,5.23,19,16.91,0,16.91,87.68,29.27,5.29,0.92,Class 4: Clayey silt to silty clay
0.89,0.68,17,0.68,2.5,19,16.91,8.73,8.18,81.22,13.11,2.56,0.94,Class 4: Clayey silt to silty clay
0.89,0.51,21.1,0.51,4.13,19,16.91,8.73,8.18,60.52,41.73,4.27,0.85,Class 4: Clayey silt to silty clay
0.9,1.35,66,2.09,3.16,19,17.1,8.83,8.27,250.42,118.36,3.19,0.7,Class 3: Silty sand to sandy silt
0.9,1.4,77,2.12,3.64,19,17.1,8.83,8.27,254.45,124.31,3.67,0.71,Class 3: Silty sand to sandy silt
0.9,2.6,95,3.29,2.66,19,17.1,8.83,8.27,395.51,162.64,2.67,0.65,Class 3: Silty sand to sandy silt
0.9,1.49,76.6,1.48,5.16,19,17.1,0,17.1,85.79,28.96,5.22,0.92,Class 4: Clayey silt to silty clay
0.9,0.71,17.1,0.71,2.39,19,17.1,8.83,8.27,84.31,13.76,2.45,0.93,Class 4: Clayey silt to silty clay
0.91,1.68,69.4,1.67,4.15,19,17.29,0,17.29,95.6,32.63,4.2,0.88,Class 4: Clayey silt to silty clay
0.91,0.75,17.3,0.75,2.31,19,17.29,8.93,8.36,87.33,14.42,2.37,0.92,Class 4: Clayey silt to silty clay
0.92,1.4,64,2.09,3.08,19,17.48,9.03,8.45,244.74,116.13,3.11,0.7,Class 3: Silty sand to sandy silt
0.92,1.35,74,2.07,3.59,19,17.48,9.03,8.45,242.76,119.9,3.62,0.72,Class 3: Silty sand to sandy silt
0.92,1.42,61.8,1.41,4.38,19,17.48,0,17.48,79.7,27.5,4.44,0.91,Class 4: Clayey silt to silty clay
0.92,0.96,17.7,0.96,1.84,19,17.48,9.03,8.45,112.01,18.69,1.87,0.87,Class 4: Clayey silt to silty clay
0.93,1.42,60.3,1.41,4.26,19,17.67,0,17.67,79.06,27.58,4.32,0.91,Class 4: Clayey silt to silty clay
0.94,1.35,63,2.1,3.03,19,17.86,9.22,8.64,241.22,114.9,3.06,0.7,Class 3: Silty sand to sandy silt
0.94,1.3,72,2.04,3.18,19,17.86,9.22,8.64,233.5,113.31,3.21,0.71,Class 3: Silty sand to sandy silt
0.94,1.38,58.8,1.37,4.3,19,17.86,0,17.86,75.58,26.65,4.36,0.91,Class 4: Clayey silt to silty clay
0.95,1.34,59.4,1.33,4.46,19,18.05,0,18.05,72.83,25.95,4.52,0.92,Class 4: Clayey silt to silty clay
0.96,1.35,64,2.08,3.04,19,18.24,9.42,8.82,234.07,112.87,3.07,0.7,Class 3: Silty sand to sandy silt
0.96,1.25,48,2.03,2.77,19,18.24,9.42,8.82,228.41,108.26,2.8,0.69,Class 3: Silty sand to sandy silt
0.96,1.22,56.9,1.22,4.68,19,18.24,0,18.24,65.69,23.65,4.75,0.94,Class 4: Clayey silt to silty clay
0.97,1.24,53.5,1.23,4.36,19,18.43,0,18.43,65.63,23.87,4.42,0.93,Class 4: Clayey silt to silty clay
0.97,1.21,24.7,1.21,2.05,19,18.43,9.52,8.91,133.4,23.47,2.08,0.85,Class 4: Clayey silt to silty clay
0.98,1.3,63,2.08,3.01,19,18.62,9.61,9.01,229.07,111.24,3.04,0.7,Class 3: Silty sand to sandy silt
0.98,1.3,49,2.05,2.38,19,18.62,9.61,9.01,225.37,103.87,2.4,0.68,Class 3: Silty sand to sandy silt
0.98,1.25,54.4,1.24,4.39,19,18.62,0,18.62,65.57,24.1,4.46,0.93,Class 4: Clayey silt to silty clay
0.98,1.03,24.7,1.03,2.39,19,18.62,9.61,9.01,112.8,20.05,2.43,0.88,Class 4: Clayey silt to silty clay
0.99,1.29,51.2,1.29,3.98,19,18.81,0,18.81,67.36,25.01,4.04,0.91,Class 4: Clayey silt to silty clay
0.99,0.86,24.3,0.86,2.82,19,18.81,9.71,9.1,92.61,16.63,2.88,0.92,Class 4: Clayey silt to silty clay
1,1.3,61,2.06,2.96,19,19,9.81,9.19,222.45,108.74,2.98,0.7,Class 3: Silty sand to sandy silt
1,1.3,49,2.11,2.3,19,19,9.81,9.19,227.89,104.58,2.32,0.68,Class 3: Silty sand to sandy silt
1,1.12,51.7,1.11,4.66,19,19,0,19,57.44,21.54,4.74,0.95,Class 4: Clayey silt to silty clay
1,0.97,23.8,0.97,2.46,19,19,9.81,9.19,103.28,18.73,2.51,0.89,Class 4: Clayey silt to silty clay
1.01,1.14,48.9,1.14,4.3,19,19.19,0,19.19,58.22,22.05,4.38,0.94,Class 4: Clayey silt to silty clay
1.01,0.76,22.8,0.76,3,19,19.19,9.91,9.28,79.82,14.62,3.08,0.95,Class 4: Clayey silt to silty clay
1.02,1.25,59,2.08,2.45,19,19.38,10.01,9.37,219.65,103.59,2.48,0.68,Class 3: Silty sand to sandy silt
1.02,1.4,48,2.2,2.2,19,19.38,10.01,9.37,232.1,105.57,2.22,0.67,Class 3: Silty sand to sandy silt
1.02,1.12,45.1,1.12,4.03,19,19.38,0,19.38,56.78,21.72,4.1,0.93,Class 4: Clayey silt to silty clay
1.03,1.14,45.3,1.14,3.99,19,19.57,0,19.57,57.06,22.04,4.06,0.93,Class 4: Clayey silt to silty clay
1.03,0.54,21,0.54,3.86,19,19.57,10.1,9.47,55.17,38.97,4.01,0.85,Class 4: Clayey silt to silty clay
1.04,1.3,33,2.09,2.02,19,19.76,10.2,9.56,216.96,98.77,2.04,0.67,Class 3: Silty sand to sandy silt
1.04,1.5,48,2.31,2.09,19,19.76,10.2,9.56,239.63,107.58,2.11,0.66,Class 3: Silty sand to sandy silt
1.04,1.16,42.4,1.15,3.68,19,19.76,0,19.76,57.34,22.36,3.74,0.92,Class 4: Clayey silt to silty clay
1.04,0.5,20.8,0.5,4.12,19,19.76,10.2,9.56,50.74,37.07,4.29,0.87,Class 4: Clayey silt to silty clay
1.05,1.19,38.7,1.18,3.27,19,19.95,0,19.95,58.34,22.97,3.33,0.9,Class 4: Clayey silt to silty clay
1.05,0.47,20.6,0.48,4.3,19,19.95,10.3,9.65,47.39,35.51,4.49,0.88,Class 4: Clayey silt to silty clay
1.06,1.3,35,2.09,1.66,19,20.14,10.4,9.74,212.65,93.71,1.67,0.65,Class 3: Silty sand to sandy silt
1.06,1.6,49,2.39,2.05,19,20.14,10.4,9.74,243.45,108.99,2.07,0.66,Class 3: Silty sand to sandy silt
1.06,1.09,37.7,1.09,3.46,19,20.14,0,20.14,53.16,21.13,3.52,0.92,Class 4: Clayey silt to silty clay
1.06,0.46,20.2,0.46,4.4,19,20.14,10.4,9.74,45.2,34.44,4.6,0.88,Class 4: Clayey silt to silty clay
1.07,1.01,37.7,1.01,3.75,19,20.33,0,20.33,48.46,19.45,3.83,0.94,Class 4: Clayey silt to silty clay
1.07,0.45,20,0.45,4.4,19,20.33,10.5,9.83,44.15,33.84,4.61,0.89,Class 4: Clayey silt to silty clay
1.08,1.2,36,2.07,1.75,19,20.52,10.59,9.93,206.83,93.23,1.77,0.66,Class 3: Silty sand to sandy silt
1.08,1.6,50,2.44,2.05,19,20.52,10.59,9.93,243.77,109.67,2.07,0.66,Class 3: Silty sand to sandy silt
1.08,2.05,58,2.89,2,19,20.52,10.59,9.93,289.11,124.77,2.01,0.64,Class 3: Silty sand to sandy silt
1.08,0.97,39.5,0.97,4.09,19,20.52,0,20.52,46.11,18.68,4.17,0.95,Class 4: Clayey silt to silty clay
1.08,0.45,19.8,0.45,4.42,19,20.52,10.59,9.93,43.24,33.36,4.63,0.89,Class 4: Clayey silt to silty clay
1.09,0.89,39.6,0.89,4.47,19,20.71,0,20.71,41.75,17.07,4.58,0.97,Class 4: Clayey silt to silty clay
1.09,0.81,19.2,0.81,2.38,19,20.71,10.69,10.02,78.46,15.51,2.44,0.92,Class 4: Clayey silt to silty clay
1.09,0.45,19.8,0.44,4.47,19,20.71,10.69,10.02,42.11,32.78,4.69,0.89,Class 4: Clayey silt to silty clay
1.1,1.2,38,2.06,1.82,19,20.9,10.79,10.11,201.22,92.38,1.84,0.66,Class 3: Silty sand to sandy silt
1.1,1.6,51,2.47,1.89,19,20.9,10.79,10.11,242.43,107.82,1.9,0.65,Class 3: Silty sand to sandy silt
1.1,1.85,62,2.71,2.27,19,20.9,10.79,10.11,265.52,120.63,2.29,0.66,Class 3: Silty sand to sandy silt
1.1,0.85,37.8,0.84,4.47,19,20.9,0,20.9,39.42,16.26,4.59,0.98,Class 4: Clayey silt to silty clay
1.1,0.79,19.2,0.79,2.42,19,20.9,10.79,10.11,76.32,15.23,2.49,0.92,Class 4: Clayey silt to silty clay
1.1,0.43,19.7,0.43,4.54,19,20.9,10.79,10.11,40.41,31.69,4.77,0.89,Class 4: Clayey silt to silty clay
1.11,0.87,37.6,0.87,4.34,19,21.09,0.1,20.99,40.3,16.7,4.44,0.97,Class 4: Clayey silt to silty clay
1.11,0.7,19.2,0.7,2.76,19,21.09,10.89,10.2,66.12,13.31,2.85,0.95,Class 4: Clayey silt to silty clay
1.11,0.41,19,0.41,4.58,19,21.09,10.89,10.2,38.27,30.48,4.83,0.9,Class 4: Clayey silt to silty clay
1.12,1.2,38,2.07,1.8,19,21.28,10.99,10.29,199.04,91.9,1.82,0.66,Class 3: Silty sand to sandy silt
1.12,1.65,39,2.54,1.72,19,21.28,10.99,10.29,244.38,106.95,1.74,0.64,Class 3: Silty sand to sandy silt
1.12,1.65,64,2.49,2.35,19,21.28,10.99,10.29,239.53,112.53,2.37,0.67,Class 3: Silty sand to sandy silt
1.12,0.89,37.4,0.89,4.21,19,21.28,0.2,21.08,41.17,17.14,4.31,0.97,Class 4: Clayey silt to silty clay
1.12,0.73,19.1,0.73,2.61,19,21.28,10.99,10.29,68.99,14.02,2.69,0.94,Class 4: Clayey silt to silty clay
1.12,0.39,17.9,0.39,4.66,19,21.28,10.99,10.29,36.05,29.22,4.92,0.91,Class 4: Clayey silt to silty clay
1.13,1.02,38.3,1.02,3.75,19,21.47,0.29,21.18,47.21,19.73,3.83,0.94,Class 4: Clayey silt to silty clay
1.13,0.65,17.9,0.65,2.76,19,21.47,11.09,10.38,60.42,12.38,2.85,0.96,Class 4: Clayey silt to silty clay
1.13,0.37,17.9,0.37,4.75,19,21.47,11.09,10.38,33.76,27.92,5.04,0.92,Class 4: Clayey silt to silty clay
1.14,1.2,36,2.1,1.73,19,21.66,11.18,10.48,198.54,91.37,1.75,0.66,Class 3: Silty sand to sandy silt
1.14,1.35,49,2.32,2.36,19,21.66,11.18,10.48,219.22,105.48,2.38,0.68,Class 3: Silty sand to sandy silt
1.14,1.21,39.1,1.2,3.25,19,21.66,0.39,21.27,55.57,23.33,3.31,0.9,Class 4: Clayey silt to silty clay
1.14,0.35,17.2,0.35,4.92,19,21.66,11.18,10.48,31.5,26.68,5.24,0.93,Class 4: Clayey silt to silty clay
1.15,1.28,38.3,1.28,3,19,21.85,0.49,21.36,58.77,24.78,3.05,0.88,Class 4: Clayey silt to silty clay
1.15,0.33,16.8,0.33,5.02,19,21.85,11.28,10.57,29.4,25.43,5.37,0.94,Class 4: Clayey silt to silty clay
1.16,1.25,35,2.15,1.61,19,22.04,11.38,10.66,199.61,90.92,1.63,0.65,Class 3: Silty sand to sandy silt
1.16,1.3,51,2.2,2.29,19,22.04,11.38,10.66,204.3,99.53,2.31,0.68,Class 3: Silty sand to sandy silt
1.16,1.18,41.9,1.18,3.55,19,22.04,0.59,21.45,54.01,22.87,3.62,0.91,Class 4: Clayey silt to silty clay
1.16,0.32,16.1,0.32,5.16,19,22.04,11.38,10.66,27.56,24.34,5.55,0.94,Class 4: Clayey silt to silty clay
1.17,1.17,45.6,1.17,3.89,19,22.23,0.69,21.54,53.43,22.72,3.96,0.92,Class 4: Clayey silt to silty clay
1.17,0.3,16,0.3,5.26,19,22.23,11.48,10.75,26.2,23.52,5.68,0.95,Class 4: Clayey silt to silty clay
1.18,1.3,33,2.27,1.46,19,22.42,11.58,10.84,206.8,92.08,1.47,0.64,Class 3: Silty sand to sandy silt
1.18,1.25,51,2.15,2.36,19,22.42,11.58,10.84,196.04,97.37,2.38,0.69,Class 3: Silty sand to sandy silt
1.18,1.1,45.5,1.1,4.12,19,22.42,0.78,21.64,49.98,21.34,4.21,0.94,Class 4: Clayey silt to silty clay
1.18,0.29,15.9,0.3,5.37,19,22.42,11.58,10.84,25.3,23,5.81,0.96,Class 4: Clayey silt to silty clay
1.19,1.08,44.4,1.08,4.12,19,22.61,0.88,21.73,48.53,20.81,4.21,0.94,Class 4: Clayey silt to silty clay
1.19,0.29,15.9,0.29,5.47,19,22.61,11.67,10.94,24.52,22.55,5.93,0.96,Class 4: Clayey silt to silty clay
1.2,1.5,31,2.46,1.12,19,22.8,11.77,11.03,221.3,92.34,1.13,0.61,Class 2: Sand to silty sand
1.2,1.15,50,2.11,2.37,19,22.8,11.77,11.03,189.57,95.27,2.39,0.69,Class 3: Silty sand to sandy silt
1.2,1.05,43.4,1.05,4.15,19,22.8,0.98,21.82,46.91,20.2,4.24,0.95,Class 4: Clayey silt to silty clay
1.2,0.28,15.9,0.29,5.56,19,22.8,11.77,11.03,23.87,22.16,6.04,0.97,Class 4: Clayey silt to silty clay
1.21,0.99,43.3,0.99,4.36,19,22.99,1.08,21.91,44.23,19.13,4.47,0.96,Class 4: Clayey silt to silty clay
1.21,0.28,15.9,0.28,5.65,19,22.99,11.87,11.12,23.17,21.86,6.16,0.97,Class 4: Clayey silt to silty clay
1.22,1.8,19,2.68,0.88,19,23.18,11.97,11.21,236.82,93.7,0.89,0.58,Class 2: Sand to silty sand
1.22,1.15,49,2.06,2.43,19,23.18,11.97,11.21,181.82,93.02,2.45,0.7,Class 3: Silty sand to sandy silt
1.22,1.1,44.4,1.1,4.05,19,23.18,1.18,22,48.79,21.19,4.14,0.94,Class 4: Clayey silt to silty clay
1.22,0.28,15.8,0.28,5.68,19,23.18,11.97,11.21,22.75,21.57,6.2,0.98,Class 4: Clayey silt to silty clay
1.23,0.98,45.5,0.98,4.64,19,23.37,1.28,22.09,43.29,18.88,4.76,0.97,Class 4: Clayey silt to silty clay
1.23,0.28,15.7,0.28,5.67,19,23.37,12.07,11.3,22.44,21.34,6.19,0.98,Class 4: Clayey silt to silty clay
1.24,1.9,21,2.84,0.75,19,23.56,12.16,11.4,247.44,94.79,0.76,0.56,Class 2: Sand to silty sand
1.24,1.05,51,2.03,2.48,19,23.56,12.16,11.4,175.78,91.37,2.51,0.7,Class 3: Silty sand to sandy silt
1.24,0.28,15.6,0.28,5.66,19,23.56,12.16,11.4,22.13,21.1,6.18,0.98,Class 4: Clayey silt to silty clay
1.24,0.81,45,0.81,5.59,19,23.56,1.37,22.19,35.24,15.43,5.76,1,Class 5: Clay
1.25,0.27,15.5,0.27,5.66,19,23.75,12.26,11.49,21.84,20.89,6.19,0.98,Class 4: Clayey silt to silty clay
1.25,0.75,46,0.75,6.16,19,23.75,1.47,22.28,32.47,14.28,6.36,1,Class 5: Clay
1.26,1.95,24,2.91,0.8,19,23.94,12.36,11.58,249.1,96.91,0.81,0.56,Class 2: Sand to silty sand
1.26,1,51,1.98,2.58,19,23.94,12.36,11.58,168.49,89.4,2.61,0.71,Class 3: Silty sand to sandy silt
1.26,0.72,45.9,0.72,6.41,19,23.94,1.57,22.37,30.95,13.66,6.63,1,Class 5: Clay
1.27,0.71,46.2,0.7,6.56,19,24.13,1.67,22.46,30.29,13.43,6.79,1,Class 5: Clay
1.28,1.95,25,2.92,0.86,19,24.32,12.56,11.76,246.45,97.71,0.86,0.57,Class 2: Sand to silty sand
1.28,0.95,51,1.97,2.55,19,24.32,12.56,11.76,165.69,88.31,2.58,0.71,Class 3: Silty sand to sandy silt
1.28,0.7,46.1,0.7,6.61,19,24.32,1.77,22.55,29.82,13.28,6.85,1,Class 5: Clay
1.29,0.69,46.1,0.69,6.73,19,24.51,1.86,22.65,29.18,13.04,6.98,1,Class 5: Clay
1.3,1.9,26,2.91,0.88,19,24.7,12.75,11.95,241.09,97.11,0.89,0.57,Class 2: Sand to silty sand
1.3,1,49,1.99,2.48,19,24.7,12.75,11.95,164.36,87.57,2.51,0.71,Class 3: Silty sand to sandy silt
1.3,0.67,45.9,0.67,6.85,19,24.7,1.96,22.74,28.37,12.73,7.12,1,Class 5: Clay
1.31,0.67,45.7,0.67,6.84,19,24.89,2.06,22.83,28.16,12.69,7.11,1,Class 5: Clay
1.32,1.85,26,2.87,0.91,19,25.08,12.95,12.13,234.52,95.95,0.91,0.58,Class 2: Sand to silty sand
1.32,1,48,2.04,2.34,19,25.08,12.95,12.13,165.82,87.48,2.37,0.7,Class 3: Silty sand to sandy silt
1.32,0.67,45.5,0.67,6.76,19,25.08,2.16,22.92,28.25,12.78,7.03,1,Class 5: Clay
1.33,0.68,45.7,0.68,6.74,19,25.27,2.26,23.01,28.34,12.88,7.01,1,Class 5: Clay
1.34,1.8,26,2.84,0.93,19,25.46,13.15,12.31,228.15,94.79,0.94,0.58,Class 2: Sand to silty sand
1.34,1.05,46,2.07,2.22,19,25.46,13.15,12.31,165.89,86.95,2.25,0.69,Class 3: Silty sand to sandy silt
1.34,0.69,45.3,0.69,6.57,19,25.46,2.35,23.11,28.73,13.1,6.83,1,Class 5: Clay
1.35,0.7,42.9,0.7,6.12,19,25.65,2.45,23.2,29.1,13.33,6.35,1,Class 5: Clay
1.36,1.75,27,2.8,0.98,19,25.84,13.34,12.5,221.96,94.55,0.99,0.59,Class 2: Sand to silty sand
1.36,1.05,44,2.13,2.09,19,25.84,13.34,12.5,168.62,87.38,2.12,0.69,Class 3: Silty sand to sandy silt
1.36,0.7,42.9,0.7,6.12,19,25.84,2.55,23.29,28.98,13.32,6.36,1,Class 5: Clay
1.37,0.7,42.8,0.7,6.11,19,26.03,2.65,23.38,28.86,13.32,6.34,1,Class 5: Clay
1.38,1.7,29,2.78,1.04,19,26.22,13.54,12.68,217.27,94.45,1.05,0.6,Class 2: Sand to silty sand
1.38,1.15,44,2.22,1.97,19,26.22,13.54,12.68,172.59,88.32,2,0.68,Class 3: Silty sand to sandy silt
1.38,0.72,42.7,0.72,5.96,19,26.22,2.75,23.47,29.4,13.62,6.19,1,Class 5: Clay
1.39,0.73,42.6,0.73,5.82,19,26.41,2.84,23.57,29.93,13.92,6.04,1,Class 5: Clay
1.4,1.7,31,2.8,1.11,19,26.6,13.73,12.87,215.3,95.2,1.12,0.6,Class 2: Sand to silty sand
1.4,1.25,43,2.35,1.85,19,26.6,13.73,12.87,180.33,90.7,1.87,0.67,Class 3: Silty sand to sandy silt
1.4,0.77,41.6,0.77,5.4,19,26.6,2.94,23.66,31.45,14.69,5.59,1,Class 5: Clay
1.41,0.31,15.5,0.3,5.18,19,26.79,13.83,12.96,21.02,20.01,5.69,0.98,Class 4: Clayey silt to silty clay
1.41,0.82,41.3,0.82,5.03,19,26.79,3.04,23.75,33.44,15.68,5.2,1,Class 5: Clay
1.42,1.75,33,2.85,1.17,19,26.98,13.93,13.05,215.94,96.78,1.18,0.61,Class 2: Sand to silty sand
1.42,1.4,43,2.48,1.76,19,26.98,13.93,13.05,187.85,93.25,1.78,0.66,Class 3: Silty sand to sandy silt
1.42,0.32,15.5,0.31,4.95,19,26.98,13.93,13.05,21.96,20.45,5.42,0.97,Class 4: Clayey silt to silty clay
1.42,0.87,41.3,0.87,4.74,19,26.98,3.14,23.84,35.42,16.67,4.89,0.99,Class 5: Clay
1.43,0.97,40.5,0.96,4.2,19,27.17,3.24,23.93,39.16,18.5,4.32,0.96,Class 4: Clayey silt to silty clay
1.43,0.32,15.6,0.31,4.98,19,27.17,14.03,13.14,21.79,20.35,5.45,0.97,Class 4: Clayey silt to silty clay
1.44,1.8,36,2.91,1.21,19,27.36,14.13,13.23,217.83,98.49,1.23,0.61,Class 2: Sand to silty sand
1.44,1.5,45,2.59,1.75,19,27.36,14.13,13.23,193.9,95.89,1.77,0.65,Class 3: Silty sand to sandy silt
1.44,1.01,35.8,1.01,3.54,19,27.36,3.34,24.02,40.94,19.41,3.64,0.93,Class 4: Clayey silt to silty clay
1.44,0.31,15.7,0.31,5.13,19,27.36,14.13,13.23,20.99,19.97,5.64,0.98,Class 4: Clayey silt to silty clay
1.45,1.05,48.6,1.05,4.63,19,27.55,3.43,24.12,42.38,20.18,4.75,0.96,Class 4: Clayey silt to silty clay
1.46,1.85,37,2.96,1.25,19,27.74,14.32,13.42,218.42,99.65,1.26,0.61,Class 2: Sand to silty sand
1.46,1.55,48,2.67,1.79,19,27.74,14.32,13.42,197.3,98.11,1.81,0.65,Class 3: Silty sand to sandy silt
1.46,1.08,43.4,1.08,4.02,19,27.74,3.53,24.21,43.5,20.78,4.12,0.94,Class 4: Clayey silt to silty clay
1.46,0.29,33.2,0.29,11.43,19,27.74,14.32,13.42,19.58,5.18,12.64,1,Class 6: Organic soil / peat
1.47,1.09,38.2,1.09,3.5,19,27.93,3.63,24.3,43.8,21.01,3.59,0.92,Class 4: Clayey silt to silty clay
1.47,0.28,34.5,0.28,12.13,19,27.93,14.42,13.51,18.98,5.06,13.45,1,Class 6: Organic soil / peat
1.48,1.85,38,2.99,1.26,19,28.12,14.52,13.6,217.77,99.97,1.27,0.61,Class 2: Sand to silty sand
1.48,1.6,51,2.74,1.87,19,28.12,14.52,13.6,199.39,100.15,1.89,0.66,Class 3: Silty sand to sandy silt
1.48,1.1,37.8,1.1,3.45,19,28.12,3.73,24.39,43.79,21.08,3.54,0.92,Class 4: Clayey silt to silty clay
1.48,0.28,34.7,0.28,12.2,19,28.12,14.52,13.6,18.85,5.06,13.53,1,Class 6: Organic soil / peat
1.49,1.11,37.4,1.11,3.38,19,28.31,3.83,24.48,44.09,21.31,3.46,0.92,Class 4: Clayey silt to silty clay
1.49,0.28,36.3,0.28,12.75,19,28.31,14.62,13.69,18.72,5.06,14.16,1,Class 6: Organic soil / peat
1.5,1.85,38,3.02,1.26,19,28.5,14.72,13.79,217.13,100.13,1.27,0.61,Class 2: Sand to silty sand
1.5,1.65,55,2.79,1.96,19,28.5,14.72,13.79,200.21,101.75,1.98,0.66,Class 3: Silty sand to sandy silt
1.5,1.13,35.5,1.13,3.15,19,28.5,3.92,24.58,44.75,21.71,3.23,0.91,Class 4: Clayey silt to silty clay
1.5,0.29,38.4,0.29,13.39,19,28.5,14.72,13.79,18.74,5.1,14.87,1,Class 6: Organic soil / peat
1.51,0.94,32.7,0.94,3.48,19,28.69,4.02,24.67,36.93,17.98,3.59,0.94,Class 4: Clayey silt to silty clay
1.51,0.29,39.1,0.29,13.63,19,28.69,14.81,13.88,18.6,5.09,15.15,1,Class 6: Organic soil / peat
